excluded_area,ddd_coef,ddd_se
B,-0.0898180428970795,0.0218899902540974
S,-0.086477239939289,0.0214298959891858
NG,-0.0861544761472866,0.0222189473234645
BS,-0.0814446479332932,0.0218517504256656
NE,-0.0840013989658,0.0216526623798478
M,-0.0902431082083912,0.0216487583687493
PE,-0.0964213850193759,0.0247569326665915
BN,-0.0814150968635689,0.0220267300749268
LE,-0.0847816611360238,0.0223117741257399
PO,-0.0847024714747569,0.0218855281957172
