original_estimate,ri_pvalue,n_permutations,perm_mean,perm_sd,perm_ci_lower,perm_ci_upper
-1.7987301208121675,0.617,1000,0.27612717287188854,3.1032499388751873,-4.980484633455507,6.0437183927808205
