N,Counties,Quarters,Own_MW_Mean,Own_MW_SD,Network_MW_Mean,Network_MW_SD,Geo_MW_Mean,Geo_MW_SD
174048,3108,56,7.88936184271028,1.4708780612259365,2.021067575420213,0.09365419588095639,2.043792326271068,0.06644608754030493
