Variable,Mean_Wage,Mean_SelfEmp,SMD
Age,59.03139200107328,59.27419806555499,0.08681071250455044
Female,0.4853802181340047,0.3615181491743101,-0.252672141199963
Married,0.687219814228883,0.7433259649719436,0.12456639869725133
College,0.314059435766283,0.37682667013413085,0.13228755519603996
Disability,0.08809829362094918,0.08273402882663013,-0.01919324551677002
