Method,Estimate,SE,CI_low,CI_high,Bandwidth_km,N_control,N_treated,p_value
Spatial RDD (border gemeinden),-2.7250604233490137,1.104186492228778,-4.889226180333035,-4.7144735841141046,11.861611929080771,437,564,0.013589501676977417
