treated_2010,n,mean_dist,sd_dist,mean_yes_2013,sd_yes_2013,mean_turnout
FALSE,654,-12.79324891546616,7.62952114817866,42.0221457808578,8.129171673317352,47.63813289300764
TRUE,441,9.959317424733632,7.875236944910667,43.45210556735601,9.74654842817636,44.7100525
