cutoff_hour,is_real,coef,se,p_value,n_eff
10,FALSE,0.47971746531418,0.224942517055848,0.0329557088946935,659
11,FALSE,-0.278636992649542,0.223510898723521,0.21253056879271,491
12,FALSE,-0.558283567988041,0.733262850619517,0.446436726805269,201
13,FALSE,-0.398952102561354,0.690515227883602,0.563426140412665,147
15,FALSE,0.0960527588479065,1.03841157542927,0.926301029837871,43
16,FALSE,-1.84529722297912,0.4320986179817,1.94994593930195e-05,40
17,FALSE,0.121547095991828,0.750783674301629,0.871389617476707,37
18,FALSE,-0.852059922182665,1.02735108973934,0.406891906354107,19
14,TRUE,-1.08586213331706,0.733393254217076,0.13871316589151,86
