donut_minutes,coef,se,p_value,ci_lower,ci_upper,n_eff,bw
2,-0.95252650838543,0.760238648946711,0.210230848714441,-2.44256687997637,0.537513863205513,81,31.3240255592634
5,-1.34973728391835,0.9912325609864,0.173300255721068,-3.2925174037551,0.593042835918395,59,22.7847598450735
