"NAME","n_crashes","alcohol_rate","mean_dist_km","median_dist_km"
"Idaho",873,0.289805269186713,112.023234502923,79.7080080852136
"Utah",967,0.206825232678387,174.55384040361,182.186787435159
"Kansas",154,0.162337662337662,185.265607840285,188.103913651721
"Nebraska",135,0.311111111111111,190.994157282748,191.564112143685
"Wyoming",424,0.320754716981132,239.622511071656,221.344313442795
"Arizona",2628,0.229452054794521,295.02211461409,277.750782038766
"New Mexico",1422,0.281293952180028,295.593681537499,260.252752086249
"Montana",672,0.443452380952381,432.396215414618,428.844926843817
