Cutoff,Estimate,SE,SE_cluster,pvalue
60,-0.005664034161351764,0.007481760529952127,0.002412316531042385,0.44902252189938996
61,-2.9157059249440564e-4,0.00811535628632802,0.002611408858900702,0.9713395659367962
62,0.007773728192036325,0.009684631654031176,0.002547764687346244,0.4221556529521217
63,0.0032051031458049106,0.010243651873028434,0.002967225920269545,0.7543666894357706
64,-0.013180458586487795,0.010425495233802371,0.004091753514203253,0.2061394066584972
65,6.571408914658461e-4,0.008145497037774145,0.004043380886943995,0.9357001342092828
66,0.00467669652133898,0.01083189789136445,0.005094769758538161,0.6659214718396038
