N,Mean_Price,SD_Price,Median_Price,Mean_Score,SD_Score,Mean_FloorArea,Pct_Detached,Pct_Semi,Pct_Terraced,Pct_Flat,Pct_NewBuild,Pct_Rental,Pct_Owner
85795,883219.845655341,796492.682872758,650000,60.1499970860774,19.9667622172194,85.3591942369421,1.71455213007751,5.56442683140043,26.360510519261,66.360510519261,9.04365056238709,25.3301474444898,54.5474678011539
