referendum,estimate,se,pvalue,n,bandwidth,sample
durchsetzung_2016,4.08155036179258,1.2985658858538096,0.0016715643764965676,1899,7.626096055795833,corrected
ahvplus_2016,-1.1522194149683074,1.2376203699624704,0.35185571645839386,1899,11.207472127294329,corrected
