covariate,estimate,se,pvalue
log_pop,-0.19085434639210952,0.12599521736985447,0.12982951223896633
urban_share,0.020715397484515542,0.027159695806712222,0.4456270114704349
turnout,-1.0378882623934373,0.8059030833577724,0.19779560137326718
