Method,Estimate,SE,CI_low,CI_high,Bandwidth_km,N_control,N_treated,p_value
Spatial RDD (border gemeinden),-2.7250604233491913,1.1041864922287974,-4.8892261803332495,-4.714473584114355,11.861611929080349,437,564,0.013589501676972952
