border_segment,estimate,se,pvalue,ci_lower,ci_upper,bandwidth,n,same_language
POOLED (all),-2.7250604233491913,1.1041864922287974,0.013589501676972952,-4.8892261803332495,-0.5608946663651326,11.861611929080349,2108,NA
SAME-LANGUAGE (primary),-1.4042546189685936,1.5252547829569298,0.35722332628519676,-4.393699060811633,1.5851898228744452,7.538623617095993,866,TRUE
AG_borders,-4.53774579377064,2.774178806937193,0.10190076525837637,-9.975036342041832,0.8995447545005533,3.6959578370642765,548,TRUE
GR_german,10.544572094284305,3.876823125624214,0.006530161674517675,2.9461383936288463,18.143005794939764,19.17264185171639,178,TRUE
BE_french,-9.08873653340688,2.5990124602275624,4.7052864584194113e-4,-14.18270735082374,-3.9947657159900194,10.400051571001876,773,FALSE
BE_german,NA,NA,NA,NA,NA,NA,54,TRUE
BL_borders,NA,NA,NA,NA,NA,NA,86,TRUE
GR_italian,NA,NA,NA,NA,NA,NA,99,FALSE
