naive_mean,naive_sd,naive_bias,naive_positive_share,naive_sig_wrong_sign,exposure_mean,exposure_sd,exposure_bias,exposure_positive_share,true_effect
0.05990641481472408,0.005506732917215578,0.07990641481472407,1,1,0.06870554782611699,0.006679697905590205,0.08870554782611699,1,-0.02
