estimate,se_robust,ci_lower,ci_upper,pvalue,bandwidth,n_left,n_right,n_total
0.0456924555582674,0.8340243571526021,-1.3657797194826047,1.9035356850139367,0.7471601015026724,10.427963972809307,48751,86464,65417
