treated_share,treated_share_pct,mde_pop_level,mde_treated_group,mde_treated_pct_baseline,mean_mortality
0.03,3,5.49533700101553,183.17790003385102,765.2099366607188,23.938254230364105
0.05,5,5.49533700101553,109.9067400203106,459.1259619964312,23.938254230364105
0.1,10,5.49533700101553,54.9533700101553,229.5629809982156,23.938254230364105
0.15,15,5.49533700101553,36.635580006770205,153.04198733214378,23.938254230364105
0.2,20,5.49533700101553,27.47668500507765,114.7814904991078,23.938254230364105
