treated,n_states,mean_emp,sd_emp,mean_estabs,mean_wage
FALSE,39,43261.85208333333,53126.46966755059,2972.1125,1493.5625
TRUE,13,87397.46794871795,144570.85639010833,5107.634615384615,1868.8461538461538
