covariate,estimate,se,pvalue
log_pop,-0.19085434639210952,0.12599521736985242,0.12982951223896008
urban_share,0.02071539748451872,0.027159695806713638,0.4456270114703887
turnout,-1.0378882623933805,0.8059030833577802,0.19779560137329613
