poly_order,coef,se,p_value,bw,n_eff
1,-1.08586213331706,0.733393254217076,0.13871316589151,32.913783677106,86
2,-0.964664950484037,0.887878667677022,0.277265421841347,53.0506209306448,114
3,1.28662552716679,1.94915337730532,0.50919315401623,40.0303196568306,94
